NombreUnidad,direccion,entidad,municipio,telefono,correoelec,sitioweb,Latitude,Longitude,Sector,Inst,POBUSn,POBUSa,POBUSd,,SumaCluster,NivCuidad,ConDer,comollegar
ESCUELA PRIMARIA JOSÉ BASCONCELOS CLAVE 14DPN2611N,"Calle Calle Del Musico 2, Int: NA, Colonia Solidaridad La Higuera, C.P. 45300 Tala, Jalisco",Jalisco,Tala,Tel. NA,,,20.6613492,-103.6984657,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6613492,-103.6984657&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA JOSE MARIA MORELOS TM,"Avenida Avenida De Los Maestros 0, Int: NA, Pueblo La Laja, C.P. 45438 Zapotlanejo, Jalisco",Jalisco,Zapotlanejo,Tel. NA,,,20.57752756,-103.1242344,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.57752756,-103.1242344&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA JAIME NUNÓ,"Circuito Valle Dorado Poniente 0, Int: NA, Colonia Valle Dorado, C.P. 45640 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. NA,,,20.524954,-103.3627243,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.524954,-103.3627243&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS 159 IRMA RAQUEL ARIAS LINO,"Calle Vega 4186, Int: NA, Colonia Arboledas, C.P. 45070 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,arias_lino159@hotmail.com,,20.62913462,-103.4248085,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62913462,-103.4248085&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
URBANA 1014 TIERRA Y LIBERTAD,"Calle Gladiola 396, Int: NA, Colonia Agricola, C.P. 45236 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3331882766,,,20.61869092,-103.4323244,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.61869092,-103.4323244&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA LLAMAS GARCIA,"Calle Matamoros 268, Int: NA, Barrio Higuera Mocha, C.P. 48600 Juchitlán, Jalisco",Jalisco,Juchitlán,Tel. NA,,,20.07847704,-104.105077,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.07847704,-104.105077&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS CRISTÓBAL COLON,"Calle Juan Alvarez NA, Int: NA, Colonia La Cuchara, C.P. 45400 Tonalá, Jalisco",Jalisco,Tonalá,Tel. 3317342446,,,20.6315016,-103.2489831,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6315016,-103.2489831&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
VICENTE GUERRERO,"Calle Pitagoras 238, Int: NA, Colonia Agustin Yáñez, C.P. 44790 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 33368041,,,20.66451174,-103.2900917,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.66451174,-103.2900917&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA NUEVO MEXICO,"Avenida Patria 885, Int: NA, Colonia Autocinema, C.P. 44230 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3331262341,jardindeninosbugsbunny@axtel.net,,20.71498823,-103.3421862,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.71498823,-103.3421862&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
MI SOL ESTANCIA INFATIL,"Avenida Miguel Corona 372, Int: NA, Colonia Morelos Y Pavon, C.P. 48290 Puerto Vallarta, Jalisco",Jalisco,Puerto Vallarta,Tel. NA,,,20.66871416,-105.2170585,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.66871416,-105.2170585&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO MIGUEL HIDALGO,"Calle Hidalgo 32, Int: NA, Colonia Centro, C.P. 47940 Ayotlán, Jalisco",Jalisco,Ayotlán,Tel. NA,colegiomiguelhidalgo@hotmail.com,,20.34825214,-102.2839642,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.34825214,-102.2839642&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA 926 JESUS ROMERO FLORES TURNO MATUTINO,"Calle Egipto 1724, Int: NA, Colonia Bethel, C.P. 44740 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,urbana926tm@hotmail.com,,20.69005947,-103.2742797,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.69005947,-103.2742797&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO JAIME TORRES BODET,"Calle Las Huertas 129, Int: NA, Colonia San Sebastian El Grande, C.P. 45650 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. NA,colegio_torresbodet@hotmail.com,,20.53668512,-103.4285978,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.53668512,-103.4285978&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA FEDERAL 15 DE MAYO,"Calle Cedro NA, Int: NA, Colonia Laalameda, C.P. 45679 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. NA,,,20.49633955,-103.2477905,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.49633955,-103.2477905&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDÍN DE NIÑOS ROSAURA ZAPATA,"Calle 6 De Noviembre 276, Int: NA, Colonia Primavera, C.P. 48971 Cihuatlán, Jalisco",Jalisco,Cihuatlán,Tel. 3153554790,,,19.24130006,-104.5759521,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.24130006,-104.5759521&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PREESCOLAR OVIDE DECROLY,"Calle Juan Jose Rios 3389, Int: NA, Colonia Lomas De Polanco, C.P. 44960 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3331448226,,,20.63131108,-103.3718264,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63131108,-103.3718264&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA ADOLFO LOPEZ MATEOS,"Calle 5 De Mayo 44, Int: NA, Colonia Zacoalco De Torres Centro, C.P. 45750 Zacoalco de Torres, Jalisco",Jalisco,Zacoalco de Torres,Tel. NA,,,20.22944479,-103.5697342,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.22944479,-103.5697342&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS BAMBI,"Privada Encino 1, Int: NA, Colonia San Pedro, C.P. 49080 Zapotlán el Grande, Jalisco",Jalisco,Zapotlán el Grande,Tel. 3414130791,maboldi@hotmail.com,www.kinderbambi.com,19.69781712,-103.4667248,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.69781712,-103.4667248&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA NACIONES UNIDAS,"Calle Ninguno NA, Int: NA, Pueblo Jilotlan De Los Dolores, C.P. 49950 Jilotlán de los Dolores, Jalisco",Jalisco,Jilotlán de los Dolores,Tel. NA,,,19.36938538,-103.018054,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.36938538,-103.018054&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDÍN DE NIÑOS AMADO NERVO,"Calle Mariano Jimenez 8, Int: NA, Unidad Habitacional San Jose, C.P. 49032 Zapotlán el Grande, Jalisco",Jalisco,Zapotlán el Grande,Tel. NA,marangel2033@hotmail.com,,19.71626078,-103.471494,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.71626078,-103.471494&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA MANUEL ACUÑA,"Avenida San Ignacio 313, Int: NA, Colonia Jardines De San Ignacio, C.P. 45020 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3331231173,,,20.67234558,-103.4036561,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.67234558,-103.4036561&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA EMILIANO ZAPATA,"Privada Ninguno 309, Int: NA, Colonia Chulavista, C.P. 46400 Tequila, Jalisco",Jalisco,Tequila,Tel. 3747424957,,,20.89518577,-103.8392072,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.89518577,-103.8392072&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA PRISCILIANO SANCHEZ,"Calle Vicente Guerrero 630, Int: NA, Colonia Hidalgo, C.P. 45540 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,,,20.63478619,-103.295073,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63478619,-103.295073&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELAS DE EDUCACIÓN PREESCOLAR DEL SECTOR PÚBLICO,"Calle Sierra De Chapultepec 0, Int: NA, Fraccionamiento Chulavista, C.P. 45655 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. 17322474,jn696amadodelacueva@hotmail.com,,20.50202255,-103.3646187,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.50202255,-103.3646187&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS 126 CARMEN VISCARRA,"Calle Panfilo Perez 211, Int: NA, Colonia Progreso, C.P. 44730 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.66825002,-103.3071758,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.66825002,-103.3071758&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS LEONARDO DA VINCI - 14PJN1934C,"Avenida Lopez De Legazpi 2137, Int: NA, Colonia Residencial Jardines  De La  Cruz, C.P. 44950 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3353053803,elrincondesnoopi@yahoo.com.mx,,20.6397923,-103.3829554,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6397923,-103.3829554&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDÍN DE NIÑOS ADOLFO LÓPEZ MATEOS TURNO VESPERTINO,"Calle Estaño 33, Int: NA, Colonia Balcones De La Cantera, C.P. 45186 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.74615721,-103.3501727,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.74615721,-103.3501727&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
"ESCUELA PRIMARIA ARTURO RIVAS SAINZ , TURNO MATUTINO","Calle Ninguno 0, Int: NA, Fraccionamiento La Capilla Del Refugio, C.P. 45870 Ixtlahuacán de los Membrillos, Jalisco",Jalisco,Ixtlahuacán de los Membrillos,Tel. NA,,,20.43673888,-103.2124926,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.43673888,-103.2124926&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
URBANA 264 NARCISO GUTIERREZ,"Privada Higueras 20, Int: NA, Colonia Centro, C.P. 45700 Acatlán de Juárez, Jalisco",Jalisco,Acatlán de Juárez,Tel. 3877720522,,,20.42164716,-103.5940519,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.42164716,-103.5940519&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS FEDERICO FROEBER TURNO VESPERTINO,"Calle San Antonio 111, Int: NA, Colonia Colonia Arboledas, C.P. 45070 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3336319236,,,20.62425979,-103.4274595,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62425979,-103.4274595&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS MIGUEL HIDALGO Y COSTILLA,"Calle Ramon Corona 65, Int: NA, Colonia Santa Maria Tequepexpan, C.P. 45601 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,irinaojeda0108@yahoo.com.mx,,20.59663018,-103.3935858,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.59663018,-103.3935858&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA URBANA IGNACIO ALLENDE,"Calle Xicotencatl 37, Int: NA, Colonia La Parota, C.P. 48200 Talpa de Allende, Jalisco",Jalisco,Talpa de Allende,Tel. NA,14dpr2346f@escuelas.sej.gob.mx,,20.38098975,-104.8148883,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.38098975,-104.8148883&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS PEDRO MORENO,"Calle Plan Sexenal 90, Int: NA, Colonia Loma Del Zalate, C.P. 45410 Tonalá, Jalisco",Jalisco,Tonalá,Tel. NA,,,20.68859722,-103.247948,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68859722,-103.247948&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOSGUADALUPE VICTORIA TURNO VESPERTINO,"Calle Agustin De Iturbide 0, Int: NA, Barrio Panteon, C.P. 47400 Lagos de Moreno, Jalisco",Jalisco,Lagos de Moreno,Tel. NA,,,21.36002676,-101.93789,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.36002676,-101.93789&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA MANUEL MARTINEZ VALADEZ URBANA 57,"Calle Alvaro Obregon 658, Int: NA, Colonia Oblatos, C.P. 44370 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336175051,,,20.67149248,-103.330789,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.67149248,-103.330789&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
VICENTE GUERRERO,"Calle Hidalgo 161, Int: NA, Localidad Santa Cruz El Grande, C.P. 45960 Poncitlán, Jalisco",Jalisco,Poncitlán,Tel. 139113149,,,20.37666661,-102.8627716,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.37666661,-102.8627716&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA FEDERAL EL CHAMISAL CLVE 14DPR0343UB,"Calle Panfilo Perez 312, Int: NA, Colonia Progreso, C.P. 44730 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336559281,,,20.67023059,-103.3063639,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.67023059,-103.3063639&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA URBANA 1158 JOSE VASCONCELOS,"Calle Puerto Vallarta NA, Int: NA, Colonia San Pedrito, C.P. 45625 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,14pr1040g@escuelas.sep.gob.mx,,20.61432669,-103.293514,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.61432669,-103.293514&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS NIÑO ARTILLERO,"Calle Voleibol 65, Int: NA, Colonia Auditorio, C.P. 45190 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,14djn0395k@escuelas.sep.gob.mx,,20.73275459,-103.3501466,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.73275459,-103.3501466&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS OVIDIO DECROLY,"Calle Calle A Magallanes 3, Int: NA, Localidad Sayula, C.P. 49300 Sayula, Jalisco",Jalisco,Sayula,Tel. 3424211503,ovidiojdn@hotmail.com,,19.87521783,-103.6021307,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.87521783,-103.6021307&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
LICEO DEL COUNTRY PROFESOR AURELIO ORTEGA,"Avenida La Presa 1725, Int: NA, Colonia Lomas Del Country, C.P. 44610 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3338231725,eliu.vazquez.m@hotmail.com,www.liceodelcountry.com,20.71008429,-103.3700622,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.71008429,-103.3700622&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PREESCOLAR JOSE GAYTAN CASTAÑEDA,"Calle Paseo De Los Sauces NA, Int: NA, Colonia Los Palmitos, C.P. 45480 Cuquío, Jalisco",Jalisco,Cuquío,Tel. NA,,,20.92451324,-103.0417962,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.92451324,-103.0417962&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO NIÑOS HEROES,"Calle Crescencio Godinez Gomez 234, Int: NA, Colonia San Antonio, C.P. 47900 Jamay, Jalisco",Jalisco,Jamay,Tel. NA,,,20.29408756,-102.7036141,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.29408756,-102.7036141&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA URBANA 132 12 DE OCTUBRE,"Calle Tabachin 1508, Int: NA, Colonia Fresno, C.P. 44900 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3338119692,,,20.65339093,-103.3658252,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.65339093,-103.3658252&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS AUSUBEL,"Otro (Especifique) Ninguno 118, Int: NA, Colonia Balcones De La Cantera, C.P. 45186 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3336728531,claudiarenovato@hotmail.com,,20.74638671,-103.3480188,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.74638671,-103.3480188&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA JUAN ESCUTIA,"Calle Luis Monroy 0, Int: NA, Colonia Miravalle, C.P. 44990 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,,,20.61229463,-103.3515293,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.61229463,-103.3515293&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS MARIA JAIME FRANCO. TURNO MATUTINO,"Calle Ninguno NA, Int: NA, Colonia Fovisste Miravalle, C.P. 44970 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,,,20.60560746,-103.3513238,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.60560746,-103.3513238&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS BENITO JUAREZ,"Calle Ahorro 4166, Int: NA, Colonia Benito Juarez, C.P. 44770 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336081211,,,20.66684798,-103.2724551,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.66684798,-103.2724551&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA VICENTE GUERRERO,"Calle Puerto Melaque 99, Int: NA, Colonia Miramar, C.P. 45060 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3314330493,14dp3312w@escuelas.sej.gob.mx,,20.63733968,-103.4530916,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63733968,-103.4530916&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
KINDER SOR JUANA INES DE LA CRUZ 14PJN1493X TURNO MATUTINO,"Calle Rio Blanco 87, Int: NA, Colonia Las Pintitas Centro, C.P. 45690 El Salto, Jalisco",Jalisco,El Salto,Tel. NA,,,20.56232996,-103.3138665,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.56232996,-103.3138665&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS SOCORRO JIMENEZ CARRILLO,"Prolongacion Federalismo Norte 2051, Int: NA, Colonia Parques Del Auditorio, C.P. 45180 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,14djn1978v@escuelas.sej.gob.mx,,20.73812807,-103.3497308,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.73812807,-103.3497308&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA TURNO VESPERTINO,"Calle Durango 241, Int: NA, Colonia Infonavit 1, C.P. 47840 Ocotlán, Jalisco",Jalisco,Ocotlán,Tel. 3929252186,,,20.35708252,-102.7790191,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.35708252,-102.7790191&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JUANA INES DE LA CRUZ,"Calle Jose Vazquez Castellanos 0, Int: NA, Manzana Centro, C.P. 47190 San Ignacio Cerro Gordo, Jalisco",Jalisco,San Ignacio Cerro Gordo,Tel. 3487160214,,,20.74518991,-102.542634,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.74518991,-102.542634&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS ANTONIO CASO 14PJN0811M,"Calle Independencia 350, Int: NA, Colonia Zapopan Centro, C.P. 45100 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3336331907,antoniocaso_20111@hotmail.com,,20.72573359,-103.3942804,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.72573359,-103.3942804&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA FEDERALIZADA PEDRO MORENO CT 14DPR3242R,"Calle Arboleda 20, Int: NA, Colonia El Carmen, C.P. 46626 Ameca, Jalisco",Jalisco,Ameca,Tel. NA,,,20.55070106,-104.0545864,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.55070106,-104.0545864&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
URBANA 1068 PRIMARIA HERMANEGILDO ASOCIACION DE PADRES DE FAMILIA TV,"Calle Ojuelos 5, Int: NA, Colonia Tebnamaxtlan, C.P. 45403 Tonalá, Jalisco",Jalisco,Tonalá,Tel. NA,,,20.68471619,-103.2562809,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68471619,-103.2562809&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA JUDITH MICHEL FERNANDEZ,"Calle Independencia 26, Int: NA, Colonia Centro, C.P. 48150 Cuautla, Jalisco",Jalisco,Cuautla,Tel. 3163843201,,,20.20174844,-104.4096834,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.20174844,-104.4096834&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS 23 DE SEPTIEMBRE DE 1874,"Calle Mexico 12, Int: NA, Colonia Centro, C.P. 47540 Ojuelos de Jalisco, Jalisco",Jalisco,Ojuelos de Jalisco,Tel. NA,,,21.86654581,-101.5909766,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.86654581,-101.5909766&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
KINDER MEXICO,"Calle Rio Tuxpan NA, Int: NA, Colonia Las Aguilas, C.P. 45080 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3336327269,alcarazmr@hotmail.com,,20.62343101,-103.4120174,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62343101,-103.4120174&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
